the_geom,temp,the_geom_webmercator,narrative,nearest_city,equipment_damage,minute,rr_employees_killed,year,highest_speed_reported,passengers_injured,hour,tons,states,county,railroad,date,cartodb_id,others_injured,state,subdivision,cause,cause_subcategory,train_speed,weather,total_damage,accident_type,passengers_killed,visibility,day,rr_employees_injured,am_pm,month,image,zip_code
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,71,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,CONDUCTOR FAILED TO PROTECT HIS TRAIN Q10321 SHOVING BACK AND RAN INTO A CUT OF CARS AND DERAILED A 5-UNIT DOUBLE STACK CAR.      ,SAVANNAH,0,55,0,2012,6,0,4,0,31,CHATHAM,CSX,2012-07-21 00:00:00+00,6261,0,Georgia,SYSTEM,Train operation - Human Factors,General Switching Rules,6,Clear,96355,Other,0,Dawn,21,0,AM,12-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000B5183C4CFB1255C02E3C2F151BE34040,69,0101000020110F0000BF800EA8F5E561C1643A37A9A1814E41,TRAIN Q46121 STRUCK A MARTA BUS THAT WAS STUCK ON CROSSING. THE DRIVER AND FOUR PASSENGERS HAD EVACU ATED THE BUS PRIOR TO IMPACT. AGE OF BUS DRIVER UNKNOWN. PROTECTION ALSO AT CROSSING: ADVANCE WARNIN G AND PAVEMENT MARKINGS.     ,DECATUR,200,22,0,2013,17,0,6,5220,31,DE KALB,CSX,2013-05-22 00:00:00+00,944,0,Georgia,ATLANTA TERMINAL,Train operation - Human Factors,Loading Procedures,17,Clear,29200,Hwy-rail crossing,0,Dawn,22,2,AM,13-May,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000753A90F5D4F454C0ED7DAA0A0D264140,35,0101000020110F0000475E17785ACC61C10EEFB45BDA0A4F41,"LOCAL P45P423 SWITCHING INTO GY03 TRACK.  CREW CUT OFF 4 LOADED CARS WHICH ROLLED ON TOP OF STANDING CAR IN GY03 TRACK WHEN CAR DERAILED SIRX 585027, BOTH ENDS, R 1&2, L1-4.      ",GAINESVILLE,500,50,0,2012,1,0,6,0,31,HALL,NS,2012-11-23 00:00:00+00,3307,0,Georgia,PIEDMONT,Train operation - Human Factors,General Switching Rules,0,Clear,12500,Rearend collision,0,Dawn,23,0,AM,12-Nov,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,75,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,"AMTRAK P09129 STRUCK A VEHICLE, VEHICLE CAUGHT ON FIRE AND WEDGED UNDER THE ENGINE. AMTRAK DAMAGE IS $13,537.00.      ",SAVANNAH,0,55,0,2013,77,0,5,0,31,CHATHAM,CSX,2013-06-30 00:00:00+00,5294,0,Georgia,SAVANNAH,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,0,Clear,13537,Obstruction,0,Dark,30,0,AM,13-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,85,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,Z289 CREW BRINGING INBOUND TRAIN OF 32 CARS BACK FROM CSX WHEN RAIL OPENED UP DERAILING 9 CARS.       ,SAVANNAH,10000,5,0,2013,10,0,10,2456,31,CHATHAM,GSWY,2013-08-23 00:00:00+00,143,0,Georgia,SYSTEM,"Rack, Roadbed and Structures",Track Geometry,10,Cloudy,60000,Derailment,0,Day,23,0,AM,13-Aug,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,78,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,Y29621 WAS HUMPING R02 ON THE NORTH SIDE OF THE HUMP. YARDMASTER NOTICED THE WHEEL DETECTOR WAS GIVI NG HIM TROUBLE AND CAUSING MISROUTES. HE CALLED THE MAINTAINER AND REPORTED IT. THE MAINTAINER WENT AND LOOKED AT THE WHEEL DETECTOR AND INFORMED THE YARDMASTER HE NEEDED A LITTLE TIME TO WORK ON IT. THE MAINTAINER GIVE THE OK TO FINISH THE FEW CARS HE HAD LEFT AND THEN HE WOULD MAKE THE REPAIRS. WH EN HE RESUMED HUMPING CONDUCTOR Y29621 PULLED A DOUBLE (CSXT 292989 AND CSXT 291238)AND THE AS THE C ARS WERE DESCENDING DOWN THE HILL TOWARDS B63 THE EAST MOST CAR (CSXT 291238) TRIED TO GO IN TWO DIF FERENT DIRECTIONS AT THE B01-B64 SWITCH ON THE NORTHSIDE. THE WEST SET OF TRUCKS WENT TO THE SOUTH S IDE AND THE EAST SET OF TRUCKS WENT TO THE NORTH SIDE CAUSING THE CAR TO TURN SIDE WAYS AND DERAIL.,WAYCROSS,8421,25,0,2010,10,0,6,0,31,WARE,CSX,2010-06-21 00:00:00+00,1337,0,Georgia,,Signal and Communication,Signal and Communication,10,Cloudy,22463,Derailment,0,Day,21,0,PM,10-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000DECA129D658F54C0BCD23252EF4D3F40,85,0101000020110F00006515EF64347661C10311947F8E044C41,A76828 STRUCK LOG TRUCK ON CROSSING.       ,BLACKSHEAR,68701,43,0,2013,50,0,9,1320,31,PIERCE,CSX,2013-06-28 00:00:00+00,7836,0,Georgia,JESUP,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,50,Cloudy,68701,Hwy-rail crossing,0,Day,28,0,AM,13-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,75,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,Q61610 FAILED TO PROPERLY SECURE HANDBRAKE ON CAR THAT WAS BEING SET OUT TO L05. CAR ROLLED OUT THE NORTH END OF L05 INTO TRACK D01.      ,ATLANTA,11022,50,0,2013,4,0,10,0,31,FULTON,CSX,2013-05-10 00:00:00+00,5366,0,Georgia,ATLANTA TERMINAL,Train operation - Human Factors,"Brakes, Use of",4,Clear,99974,Other,0,Day,10,0,AM,13-May,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000880FECF82FA054C0FA3C4679E6BB4040,60,0101000020110F0000D99FE2FD768461C17ACE73A6A8314E41,"TWO DUMP TRUCKS CROSSED GREENWAY CROSSING IN FRONT OF THE APPROACHING A72819. A THIRD LOADED DUMP TR UCK, FOLLOWING THE FIRST TWO, DISREGARDED THE ACTIVE CROSSING PROTECTION AND DROVE INTO THE SIDE OF THE LEAD ENGINE OF A72819. NO REPORTED INJURIES. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PA VEMENT MARKINGS.    ",THOMSON,637957,43,0,2010,47,0,11,14157,31,MCDUFFIE,CSX,2010-01-19 00:00:00+00,6822,0,Georgia,,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,47,Clear,637957,Hwy-rail crossing,0,Day,19,0,AM,10-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,95,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,"DURING NORMAL HUMPING OPERATIONS A TWO CAR CUT HUMPED TO TRACK B39 WENT OVERSPEED AND STRUCK 1ST CAR IN TRACK B39, UTLX 11870, RESULTING IN UTLX 11870 STRIKING DJJX 10601, THE 2ND CAR IN TRACK CAUSING DAMAGE TO UTLX 11870 & DJJX 10601. NO DERAILMENT. CARS OVERSPEED ACCOUNT SOUTH SCALE DID NOT RECEIV E WEIGHT FOR TWO CAR CUT DUE TO DEFECTIVE WEIGH RAIL.    ",WAYCROSS,21922,0,0,2010,12,0,9,0,31,WARE,CSX,2010-06-29 00:00:00+00,4955,0,Georgia,,Signal and Communication,Signal and Communication,12,Clear,21922,Other,0,Day,29,0,AM,10-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000D4B66114041E55C0C05DF6EB4E4D4040,24,0101000020110F0000B7A09BBE54EF61C103952A7993514D41,EMPLOYEE WAS SHOVING HIS TRAIN ON TRACK 1 AT MARTIN MARIETTA AND FAILED TO LINE THE SWITCH PROPERLY AT THE CROSSOVER SWITCH BETWEEN TRACK 1 AND TRACK 2 CAUSING THE REAR OF THE TRAIN HE WAS SHOVING TO GO THROUGH THE CROSSOVER AND STRIKE EQUIPMENT IN TRACK 2.  THE INCIDENT CAUSED THE REAR CAR TO TURN OVER ON ITS SIDE AND CAUSED THE SECOND TO THE REAR CAR TO DERAIL THE REAR TRUCKS.  IT ALSO DAMAGED 2 CARS IN TRACK 2 THAT WERE STRUCK BY THE EQUIPMENT BEING SHOVED.   ,JUNCTION CITY,4563,45,0,2011,3,0,3,11500,31,TALBOT,CSX,2011-01-03 00:00:00+00,8169,0,Georgia,,Train operation - Human Factors,"Switches, Use of",3,Clear,9647,Raking collision,0,Dark,3,0,AM,11-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000002E1D739EB1E354C0A9E507AEF2C83E40,72,0101000020110F000043F8B34CCCBD61C1FE23B149BA804B41,Q68108 WAS TRAVELING ON THE THOMASVILLE SUB TOWARD WAYCROSS. THE TRAIN ENTERED A SLOW ORDER DOING TH IRTY MPH. THE ENGINEER WAS IN DYNAMICS AND APPLIED 10 PSI AND THEN 10 MORE PSI TO SLOW DOWN TRAIN. T HEN HE RELEASED THE DYNAMICS AND RELEASED THE BRAKES. THE ENGINEER THEN APPLIED INDEPENDENT BRAKING WITH EIGHT LOCOS CAUSING THE TRAIN TO BUNCH UP. THIS CAUSED THE 69TH AND 70TH CAR TO DERAIL INVERTED . TEMPORARY SLOW ORDER WAS IN EFFECT AT THE TIME. TRAIN SPEED OVER THE AUTHORIZED SPEED ALLOWED.   ,QUITMAN,23281,8,0,2013,30,0,1,9529,31,BROOKS,CSX,2013-06-09 00:00:00+00,7346,0,Georgia,THOMASVILLE,Train operation - Human Factors,Train Handling / Train Make-Up,30,Clear,23331,Derailment,0,Dark,9,0,AM,13-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,35,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,"214P403-1'00"" 214P403, PULLING NORTH IN RT03 WITH 3 UNITS, 61 LOADS AND 7499 TONS, DERAILED THE 53RD THROUGH 55TH HEAD CARS.      ",ATLANTA,10100,0,0,2012,2,0,5,5110,31,FULTON,NS,2012-03-04 00:00:00+00,4030,0,Georgia,GEORGIA,Train operation - Human Factors,"Switches, Use of",2,Clear,14100,Derailment,0,Dawn,4,0,AM,12-Mar,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,75,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,CRDX 14290 WAS HUMPED INTO B36 AT 0200 6/29/2013. RETARDERS FAILED TO SLOW CAR TO TARGET SPEED DUE T O FOREIGN MATERIAL ON WHEELS. CAR IMPACTED ASOX 896962 IN TRACK B36 AT AN OVERSPEED GOING 17MPH CAUS ING SIGNIFICANT DAMAGE TO ROLLING CAR. ASOX 896962 DEPARTED AT 21:13 AND HAS NOT BEEN BAD ORDERED.     ,WAYCROSS,75000,0,0,2013,17,0,2,0,31,WARE,CSX,2013-06-29 00:00:00+00,6956,0,Georgia,THOMASVILLE,Train operation - Human Factors,Miscellaneous,17,Rain,75000,Other,0,Dark,29,0,AM,13-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,63,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,"Y29015 WAS IN TRACK R06 PREPARING THE TRACK OF 116 CARS TO BE HUMPED.  THE RCO FOREMAN RECEIVED PERM ISSION FROM THE HUMP YARDMASTER TO LINE SWITCHES AND SHOVE THE CUT TO THE HUMP. AFTER RELEASING THE HANDBRAKES AND LINING HIS ROUTE, THE FOREMAN BEGAN WALKING NORTH TOWARD THE HUMP AND INSTEAD OF PLAC ING THE RCO SELECTOR SWITCH INTO THE REVERSE POSTION TO SHOVE NORTH HE PLACED THE SWITCH IN THE FORW ARD POSTION WHICH CAUSED THE CUT TO PULL SOUTH. THE RCO FOREMAN FAILED TO MAINTAIN VISUAL CONTACT WI TH THE CUT AND ALLOWED THE CUT TO TRAVEL SOUTH 11 CAR LENGTHS BEFORE REALIZING THAT THE CUT WAS TRAV ELING IN THE WRONG DIRECTION. DURING THIS SOUTHWARD MOVE HE RAN THRU THE R06 SWITCH AT THE SOUTH END AND SIDESWIPED Y30415 THAT WAS LOCATED ON THE LEAD AT THE SOUTH END OF THE RECEIVING YARD. THE SIDE",ATLANTA,0,0,0,2012,6,0,4,0,31,FULTON,CSX,2012-06-16 00:00:00+00,895,0,Georgia,ATLANTA TERMINAL,Train operation - Human Factors,General Switching Rules,0,Clear,13361,Other,0,Dark,16,0,AM,12-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000DFA46950343F55C0D9D0CDFE403B4040,73,0101000020110F00005A816499840B62C176917163332D4D41,"AC91 SHOVING WAST WITH 3 UNITS, 33 EMPTIES AND INTO THE MIDDLE TRACK AT VULCAN, SIDE SWIPED SOU 1039 83 IN THE OUTSIDE TRACK THAT WAS LEFT FOULING THE MIDDLE TRACK.      ",COLUMBUS,12750,10,0,2010,5,0,11,0,31,MUSCOGEE,NS,2010-08-29 00:00:00+00,4149,0,Georgia,,Train operation - Human Factors,General Switching Rules,5,Clear,12750,Raking collision,0,Dark,29,0,PM,10-Aug,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,28,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,TRAIN 119P4 MOVING SOUTH THROUGH THE SOUTH CROSSOVER AT FOREMOST GA.  DERAILED BOTH ENGINES AND THE HEAD NINE CARS IN THEIR TRAIN.      ,ATLANTA,153250,16,0,2010,26,0,6,2389,31,FULTON,NS,2010-02-13 00:00:00+00,3647,0,Georgia,,Miscellaneous Causes Not Otherwise Listed,Environment Conditions,26,Clear,646685,Derailment,0,Dark,13,2,AM,10-Feb,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000008D5DA27A6B7E54C03BE3FBE252BD4040,51,0101000020110F0000A9CB8938C96761C15F6AC0B88E344E41,Q68420 DERAILED CARS DUE TO THE EXCESSIVE USE OF THE INDEPENDENT BRAKE VALVE.       ,AUGUSTA,20275,30,0,2013,7,0,2,6611,31,RICHMOND,CSX,2013-03-21 00:00:00+00,2540,0,Georgia,AUGUSTA,Train operation - Human Factors,Train Handling / Train Make-Up,7,Clear,20775,Derailment,0,Dark,21,0,AM,13-Mar,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,43,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,DURING NORMAL HUMP OPERATIONS THE AUTOMATIC PRO YARD SYSTEM LINED CGEX 1086 INTO TRACK C26 WHICH WAS BEING FOULED BY CRYX 3077 IN TRACK C27 RESULTING IN DAMAGE TO BOTH CARS. NOTHING DERAILED.      ,ATLANTA,56339,47,0,2012,9,0,3,0,31,FULTON,CSX,2012-02-11 00:00:00+00,9924,0,Georgia,ATLANTA TERMINAL,Signal and Communication,Signal and Communication,0,Cloudy,59207,Other,0,Dark,11,0,AM,12-Feb,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,33,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"GM22 SHOVING SOUTH ON NS OWNED AND MAINTAINED TRACK WITH 2 UNITS, 11 LOADS, 38 EMPTIES, 2790 TONS, D ERAILED 3 CARS.      ",MACON,5600,45,0,2014,4,0,4,0,31,BIBB,NS,2014-01-06 00:00:00+00,10418,0,Georgia,GEORGIA,Miscellaneous Causes Not Otherwise Listed,Environment Conditions,4,Clear,17600,Derailment,0,Dusk,6,0,PM,14-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,70,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"GM62, PULLING NORTH WITH 2 UNITS, 25 LOADS, 16 EMPTIES AND 3730 TONS, DERAILED THE 35TH THROUGH 38TH HEAD CARS WHILE TRAVERSING THE CT17 SKATE RETARDER.      ",MACON,4800,25,0,2011,6,0,2,0,31,BIBB,NS,2011-10-22 00:00:00+00,4406,0,Georgia,,Mechanical and Electrical Failures,Coupler and Draft System ,6,Clear,11300,Derailment,0,Day,22,0,PM,11-Oct,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000005A069CA5641755C0732EC55565CF4040,38,0101000020110F00006BFC22D0B4E961C16E366B1464594E41,"139.27 -3'45"" 139G827 TRAVELING WOUTH ON GRIFFIN DISTRICT MAIN TRACK STRUCK AN OCCUPIED TRUCK THAT H AD STALLED ON THE GRADE CROSSING AT AVAITION BLVD. NO INJURIES TO NS CREW VEHICLE DRIVER.      ",FOREST PARK,4150,0,0,2012,25,0,4,3110,31,CLAYTON,NS,2012-12-27 00:00:00+00,4368,0,Georgia,GEORGIA,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,25,Clear,79150,Hwy-rail crossing,0,Dusk,27,0,PM,12-Dec,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,93,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"GM24 SHOVING SOUTH ON EAST PULLBACK WITH 02 UNITS, 27 LOADS, 17 EMPTIES, 2738 TONS, SIDESWIPED 12TH AND 13TH HEAD CAR OF ADJACENT TRAIN GM26, DERAILING 25TH HEAD CAR IN OWN TRAIN AND 12TH AND 13TH HEA D CARS IN OTHER TRAIN #27.     ",MACON,5200,45,0,2010,6,0,4,2430,31,BIBB,NS,2010-06-21 00:00:00+00,8722,0,Georgia,,Train operation - Human Factors,"Switches, Use of",0,Clear,19400,Other,0,Day,21,0,PM,10-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000043723271AB2755C0E48233F8FB6D4040,88,0101000020110F00000C806EAC87F761C1188E94718E934D41,K80221 WAS PULLING FROM SIDING TO THE MAIN AND DERAILED 5 CARS ACCOUNT OF IMPROPERLY LOADED CAR.       ,MANCHESTER,72885,45,0,2011,7,0,5,12762,31,MERIWETHER,CSX,2011-07-24 00:00:00+00,7935,0,Georgia,,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,7,Clear,82885,Derailment,0,Day,24,0,PM,11-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000D4B66114041E55C0C05DF6EB4E4D4040,24,0101000020110F0000B7A09BBE54EF61C103952A7993514D41,EMPLOYEE WAS SHOVING HIS TRAIN ON TRACK 1 AT MARTIN MARIETTA AND FAILED TO LINE THE SWITCH PROPERLY AT THE CROSSOVER SWITCH BETWEEN TRACK 1 AND TRACK 2 CAUSING THE REAR OF THE TRAIN HE WAS SHOVING TO GO THROUGH THE CROSSOVER AND STRIKE EQUIPMENT IN TRACK 2.  THE INCIDENT CAUSED THE REAR CAR TO TURN OVER ON ITS SIDE AND CAUSED THE SECOND TO THE REAR CAR TO DERAIL THE REAR TRUCKS.  IT ALSO DAMAGED 2 CARS IN TRACK 2 THAT WERE STRUCK BY THE EQUIPMENT BEING SHOVED.   ,JUNCTION CITY,5034,45,0,2011,3,0,3,0,31,TALBOT,CSX,2011-01-03 00:00:00+00,1131,0,Georgia,,Train operation - Human Factors,"Switches, Use of",0,Clear,9647,Raking collision,0,Dark,3,0,AM,11-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,50,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,"Y59916 WAS SHOVING H04 OFF THE LEAD TRACK TO SET OFF 1 CAR IN THE CLEAR TRACK IN THE CUSTOMERS FACIL ITY. THEY SHOVED THE TRACK AND RAN OVER CUSTOMERS DERAIL, RESULTING IN THE DERAILMENT OF CCBX 71977. CCBX 71977 THEN SIDESWIPED TILX 5894. SPECIAL INSTRUCTIONS REQUIRE THAT ALL DERAILS, SWITCH LOCKS, AND BLUE FLAGS ARE TO BE REMOVED DAILY BY TRANSFLO PRIOR TO NORMAL SWITCHING HOURS (1800-0600) AND T HAT A BLUE LIGHT BE DISPLAYED BETWEEN DUSK AND DAWN. THE BLUE FLAG AND DERAIL WERE STILL APPLIED AND THERE WAS NO BLUE LIGHT DISPLAYED. TRANSFLO MAINTAINS A DAILY LOG THAT SHOWS THE TIMES DERAILS, BLU E FLAGS, AND SWITCH LOCKS ARE APPLIED AND REMOVED AND THE EMPLOYEES NAME THAT DOES THIS. THEIR RECOR DS INDICATE THAT ALL LOCKS, DERAILS, AND FLAGS HAD BEEN REMOVED. AT NO TIME DO CSX T&E EMPLOYEES OPE",ATLANTA,16118,30,0,2012,4,0,7,0,31,FULTON,CSX,2012-01-16 00:00:00+00,535,0,Georgia,ATLANTA TERMINAL,Train operation - Human Factors,General Switching Rules,0,Clear,24502,Derailment,0,Dark,16,0,PM,12-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000BF2A172AFF9D54C0A4DFBE0E9C9B4040,72,0101000020110F0000B3B087B29A8261C1D9F8B0D300F04D41,INDUSTRY PERSONAL SHOVING NORTH WITH A ONE ENGINE AND 10 CARS DERAILED 3 CARS AFTER MAKING A REVERSE MOVE THROUGH A PERVIOUSLY RUN THROUGH SWITCH.      ,STAPLETON,65700,10,0,2013,6,0,6,355,31,JEFFERSON,NS,2013-07-24 00:00:00+00,5577,0,Georgia,GEORGIA,Train operation - Human Factors,"Switches, Use of",6,Cloudy,68500,Derailment,0,Dawn,24,0,AM,13-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000009012BBB6B75B54C0448A01124DBC3F40,81,0101000020110F0000AAED793C504A61C17C7E73B683724C41,THE Y117 WAS SHOVING IN THE RUNAROUND TRACK AND THE TRAILING WHEELS OF THE 5TH CAR DERAILED.       ,RICEBORO,5000,50,0,2012,4,0,10,280,31,LIBERTY,RSOR,2012-06-02 00:00:00+00,7662,0,Georgia,SYSTEM,"Rack, Roadbed and Structures","Frogs, Switches and Track Appliances",4,Clear,15000,Derailment,0,Day,2,0,AM,12-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,85,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,"26AG227-4'00"", GA06-6'00"", 210G226-5'30"", SWITCHING DELAY IN YARD D-5'00"" TRAIN 26AG227 SHOVED NORTH OUT OF RT04 INTO THE SIDE OF YARD JOB GA06'S 2ND UNIT (NS 5148) DDERAILED CAR (NS 110615).      ",ATLANTA,3000,40,0,2012,5,0,8,0,31,FULTON,NS,2012-09-27 00:00:00+00,5269,0,Georgia,GEORGIA,Train operation - Human Factors,General Switching Rules,0,Clear,84200,Side collision,0,Day,27,0,AM,12-Sep,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000FE9DEDD11B1255C0C619C39CA0B14040,72,0101000020110F00008E4753DB37E561C15CB64928C01C4E41,"G04G803 SHOVING WEST ON INDUSTRY OWNED AND MAINTAINED TRACK WITH 02 UNITS, 15 LOADS, TO COUPLE ONTO 06 EMPTIES CARS.  DERAILED 1ST WEST CAR, DDRX 76066, DAMAGING INDUSTRY STRUCTURE.      ",HAMPTON,7000,50,0,2010,6,0,7,2153,31,HENRY,NS,2010-05-03 00:00:00+00,8348,0,Georgia,,Train operation - Human Factors,Speed,6,Rain,17000,Other,0,Day,3,0,AM,10-May,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,70,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,Q66723 DERAILED SIX CARS WHILE PULLING OUT OF THE N/E OF R06.       ,ATLANTA,63756,40,0,2012,6,0,10,9723,31,FULTON,CSX,2012-09-23 00:00:00+00,9580,0,Georgia,ATLANTA TERMINAL,"Rack, Roadbed and Structures","Rail, Joint Bar and Rail Anchoring",6,Clear,66756,Derailment,0,Dark,23,0,PM,12-Sep,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,45,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,"COUPLING CARS IN B14 HOLDING BOTTOM ZONE- GAVE FOREMAN ON Y293 PERMISSION IN HIS ZONE, PERMISSION TO LEAVE HIS ZONE AND WHILE Y293 WAS PULLING OUT OF B03, Y29413 FOREMAN STRETCHED HIS CUT TOO FAR, FAI LED TO PROTECT THE HEAD END AND RAN INTO Y29313 CUT.     ",WAYCROSS,10701,15,0,2010,3,0,9,0,31,WARE,CSX,2010-03-13 00:00:00+00,8780,0,Georgia,,Train operation - Human Factors,General Switching Rules,3,Clear,13801,Other,0,Dark,13,0,PM,10-Mar,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
